Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Eversource energy (western massachusetts cos./northeast utilities),ES,"",385500.0,29205000.0,0.0724764,,295,385500.0,,new,0.1216856,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,75.76
Boston properties  inc.,BXP,"",224864.0,29007000.0,0.071985,0.0789,296,-10690.0,-4.538238,reduction,0.1455336,Q1 2009,REAL ESTATE,13F,06/30/2019,71.5968
Tyson foods  inc.,TSN,"",359255.0,29006000.0,0.0719826,0.0642,297,-10400.0,-2.813434,reduction,0.0981571,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,80.9314
Nvent electric plc,NVT,"",1169918.0,29002000.0,0.0719726,0.2331,298,-2285705.0,-66.144513,reduction,0.6698259,Q2 2018,INDUSTRIALS,13F,06/30/2019,24.9182
Gcp applied technologies inc,GCP,"",1274532.0,28855000.0,0.0716078,0.0561,299,516141.0,68.057374,addition,1.7567636,Q1 2016,MATERIALS,13F,06/30/2019,25.6887
Idexx laboratories inc.,IDXX,"",104594.0,28798000.0,0.0714664,0.0935,300,-62606.0,-37.44378,reduction,0.1215503,Q1 2017,HEALTH CARE,13F,06/30/2019,220.7219
Ascendis pharma a/s adr,ASND,"",250000.0,28788000.0,0.0714416,0.0662,301,25000.0,11.111111,addition,0.5932606,Q4 2017,HEALTH CARE,13F,06/30/2019,69.6601
Gs acquisition holdings corp units,GSAH.U,"",2700000.0,28350000.0,0.0703546,0.0708,302,0.0,0.0,,No Data,Q2 2018,FINANCE,13F,06/30/2019,10.221
Semtech corp,SMTC,"",585972.0,28156000.0,0.0698732,0.025,303,389972.0,198.965306,addition,0.8798378,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,49.0066
Encana corp.,ECA,"",5487218.0,28149000.0,0.0698558,0.074,304,1400000.0,34.253128,addition,0.5761343,Q4 2018,ENERGY,13F,06/30/2019,6.0731
Aercap holdings n.v.,AER,"",538623.0,28014000.0,0.0695208,0.0324,305,259999.0,93.315364,addition,0.3547073,Q4 2016,INDUSTRIALS,13F,06/30/2019,49.6674
Oreilly automotive inc.,ORLY,"",74800.0,27625000.0,0.0685554,0.0952,306,-23300.0,-23.751274,reduction,0.0954203,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,216.8258
First hawaiian inc,FHB,"",1045300.0,27042000.0,0.0671086,0.0896,307,-330800.0,-24.038951,reduction,0.7742389,Q2 2018,FINANCE,13F,06/30/2019,26.4385
Corteva inc,CTVA,"",913620.0,27016000.0,0.0670441,,308,913620.0,,new,0.1218160,Q2 2019,MATERIALS,13F,06/30/2019,29.57
Caci international inc. class a,CACI,"",130798.0,26760000.0,0.0664088,0.0656,309,-13310.0,-9.236128,reduction,0.5263501,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,144.03
Verisign inc.,VRSN,"",127240.0,26614000.0,0.0660465,0.0601,310,-5100.0,-3.85371,reduction,0.1062813,Q2 2017,COMMUNICATIONS,13F,06/30/2019,102.5836
Ppl corp. (pennsylvania power & light),PPL,"",857320.0,26585000.0,0.0659745,0.0716,311,-45300.0,-5.018723,reduction,0.1189087,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,31.74
Realty income corp.,O,"",384700.0,26533000.0,0.0658455,0.07,312,4400.0,1.156981,addition,0.1266294,Q2 2015,REAL ESTATE,13F,06/30/2019,47.9714
Intercept pharmaceuticals inc,ICPT,"",333100.0,26505000.0,0.065776,0.1413,313,-171900.0,-34.039604,reduction,1.1181605,Q4 2018,HEALTH CARE,13F,06/30/2019,108.8349
Centene corp,CNC,"",502672.0,26360000.0,0.0654161,0.0687,314,-15100.0,-2.916342,reduction,0.1216593,Q1 2016,HEALTH CARE,13F,06/30/2019,67.1639
T. rowe price group,TROW,"",237630.0,26070000.0,0.0646965,0.0493,315,40800.0,20.728547,addition,0.1003887,Q1 2017,FINANCE,13F,06/30/2019,85.299
Propetro holding corp,PUMP,"",1249687.0,25869000.0,0.0641976,0.0857,316,-270000.0,-17.766816,reduction,1.2444603,Q1 2017,ENERGY,13F,06/30/2019,12.89
Liberty media corp series c,FWONK,"",686400.0,25678000.0,0.0637237,0.093,317,-375000.0,-35.330695,reduction,0.2969757,Q2 2017,COMMUNICATIONS,13F,06/30/2019,33.2719
Royal caribbean cruises ltd,RCL,"",208900.0,25321000.0,0.0628377,0.0616,318,-5900.0,-2.746741,reduction,0.0998614,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,84.0463
Gds holdings ltd adr,GDS,"",657171.0,24690000.0,0.0612718,0.0417,319,190000.0,40.670333,addition,0.5596279,Q3 2018,COMMUNICATIONS,13F,06/30/2019,33.6702
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",164794.0,24640000.0,0.0611477,0.0491,320,21600.0,15.084431,addition,0.0625665,Q3 2014,FINANCE,13F,06/30/2019,138.7801
Discover financial services,DFS,"",316758.0,24577000.0,0.0609914,0.0707,321,-80300.0,-20.223746,reduction,0.0964579,Q3 2007,FINANCE,13F,06/30/2019,61.6415
United airlines holdings inc,UAL,"",279033.0,24429000.0,0.0606241,0.0569,322,-6376.0,-2.233987,reduction,0.1046125,Q4 2014,TRANSPORTS,13F,06/30/2019,79.78
Ameriprise financial  inc.,AMP,"",167768.0,24353000.0,0.0604355,0.0933,323,-123400.0,-42.381031,reduction,0.1239055,Q3 2010,FINANCE,13F,06/30/2019,98.9933
Orchard therapeutics plc,ORTX,"",1730800.0,24214000.0,0.0600905,0.0481,324,656000.0,61.034611,addition,2.0156050,Q4 2018,HEALTH CARE,13F,06/30/2019,15.0705
Ferroglobe plc,GSM,"",14241392.0,24210000.0,0.0600806,0.073,325,0.0,0.0,,8.4208798,Q4 2015,MATERIALS,13F,06/30/2019,8.7508
Cintas corporation,CTAS,"",101400.0,24061000.0,0.0597108,0.0539,326,-5300.0,-4.967198,reduction,0.0969685,Q4 2001,INDUSTRIALS,13F,06/30/2019,45.9516
Ihs markit ltd,INFO,"",377557.0,24058000.0,0.0597034,0.101,327,-365300.0,-49.175009,reduction,0.0944483,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,46.6526
Clorox co.,CLX,"",156653.0,23985000.0,0.0595222,0.0644,328,-3800.0,-2.368295,reduction,0.1222324,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,150.5603
Align technology inc,ALGN,"",87500.0,23949000.0,0.0594329,0.0639,329,-2400.0,-2.669633,reduction,0.1093887,Q2 2017,HEALTH CARE,13F,06/30/2019,228.3295
Eiger biopharmaceuticals inc,EIGR,"",2225000.0,23585000.0,0.0585296,0.0621,330,450000.0,25.352113,addition,11.5524403,Q2 2018,HEALTH CARE,13F,06/30/2019,10.8744
Astec industries inc,ASTE,"",721642.0,23497000.0,0.0583112,0.0186,331,525000.0,266.982639,addition,3.2044494,Q4 2018,INDUSTRIALS,13F,06/30/2019,31.9142
Essex property trust  inc.,ESS,"",80000.0,23354000.0,0.0579563,0.0593,332,-2000.0,-2.439024,reduction,0.1217841,Q2 2014,REAL ESTATE,13F,06/30/2019,190.9103
Transdigm group inc,TDG,"",48141.0,23291000.0,0.0578,0.0582,333,-3100.0,-6.049843,reduction,0.0910038,Q4 2016,INDUSTRIALS,13F,06/30/2019,327.7389
Kraft heinz co. (the),KHC,"",749632.0,23269000.0,0.0577454,0.0628,334,-19900.0,-2.585987,reduction,0.0614483,Q3 2015,CONSUMER STAPLES,13F,06/30/2019,78.0584
Mccormick & co. non-voting shares,MKC,"",149615.0,23192000.0,0.0575543,0.0578,335,-3800.0,-2.476942,reduction,0.1133361,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,102.7992
Arrowhead pharmaceuticals inc,ARWR,"",875000.0,23188000.0,0.0575444,0.0631,336,-500000.0,-36.363636,reduction,0.9287761,Q1 2018,INDUSTRIALS,13F,06/30/2019,9.0098
Navistar international corp. (international harvester),NAV,"",668160.0,23018000.0,0.0571225,,337,668160.0,,new,0.6744322,Q2 2019,INDUSTRIALS,13F,06/30/2019,34.45
East west bancorp  inc.,EWBC,"",491673.0,22996000.0,0.0570679,0.1017,338,-356327.0,-42.019693,reduction,0.3387344,Q2 2014,FINANCE,13F,06/30/2019,47.1138
Worldpay inc class a,WP,"",187000.0,22917000.0,0.0568718,0.2007,339,-520000.0,-73.550212,reduction,0.1051980,Q3 2017,INDUSTRIALS,13F,06/30/2019,109.6765
Amcor ltd,AMCR,"",1974990.0,22693000.0,0.0563159,,340,1974990.0,,new,0.1219130,Q2 2019,MATERIALS,13F,06/30/2019,11.49
Carnival corp.,CCL,"",487300.0,22684000.0,0.0562936,0.0636,341,-14000.0,-2.792739,reduction,0.0924738,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,44.8736
Hershey company (the),HSY,"",167585.0,22461000.0,0.0557402,0.0491,342,-3400.0,-1.988479,reduction,0.0803688,Q3 2017,CONSUMER STAPLES,13F,06/30/2019,110.8018
Concho resources inc,CXO,"",216600.0,22349000.0,0.0554623,0.0691,343,-32600.0,-13.081862,reduction,0.1079761,Q3 2018,ENERGY,13F,06/30/2019,135.9803
Total system services inc,TSS,"",173992.0,22318000.0,0.0553853,,344,173992.0,,new,0.0980789,Q2 2019,FINANCE,13F,06/30/2019,128.27
T-mobile us inc,TMUS,"",300000.0,22242000.0,0.0551967,,345,300000.0,,new,0.0352850,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,74.14
Mellanox technologies ltd,MLNX,"",200000.0,22134000.0,0.0549287,0.0592,346,0.0,0.0,,0.3687996,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,118.36
Autozone inc.,AZO,"",20115.0,22116000.0,0.054884,0.0789,347,-10700.0,-34.723349,reduction,0.0808156,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,1024.12
Coherus biosciences inc,CHRS,"",1000000.0,22100000.0,0.0548443,0.0426,348,-250000.0,-20.0,reduction,1.4421690,Q4 2018,HEALTH CARE,13F,06/30/2019,11.0696
Altice usa inc,ATUS,"",900000.0,21915000.0,0.0543852,0.0645,349,-300000.0,-25.0,reduction,0.1333274,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,16.9333
Chipotle mexican grill  inc.,CMG,"",29819.0,21854000.0,0.0542338,0.052,350,536.0,1.830414,addition,0.1075334,Q2 2011,CONSUMER DISCRETIONARY,13F,06/30/2019,450.6853
Aptargroup  inc.,ATR,"",175000.0,21760000.0,0.0540006,,351,175000.0,,new,0.2777337,Q2 2019,MATERIALS,13F,06/30/2019,124.34
Church & dwight co.  inc.,CHD,"",295774.0,21609000.0,0.0536258,0.0537,352,-5500.0,-1.825581,reduction,0.1202676,Q4 2017,CONSUMER STAPLES,13F,06/30/2019,51.0205
Cbs corp,CBS,"",431708.0,21542000.0,0.0534596,0.1407,353,-752117.0,-63.532786,reduction,0.1151805,Q2 2010,COMMUNICATIONS,13F,06/30/2019,47.53
Solaris oilfield infrastructure inc,SOI,"",1435367.0,21502000.0,0.0533603,0.059,354,0.0,0.0,,3.0161105,Q2 2017,ENERGY,13F,06/30/2019,12.8539
Synopsys inc.,SNPS,"",167000.0,21491000.0,0.053333,0.0492,355,-3900.0,-2.282036,reduction,0.1115714,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,74.9733
Ansys  inc.,ANSS,"",104800.0,21465000.0,0.0532685,0.048,356,-300.0,-0.285442,reduction,0.1251045,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,137.8581
Resmed inc.,RMD,"",174265.0,21266000.0,0.0527746,0.0468,357,-5783.0,-3.211921,reduction,0.1216085,Q1 2018,HEALTH CARE,13F,06/30/2019,101.8202
L3 technologies inc,LLL,"",86581.0,21227000.0,0.0526779,,358,86581.0,,new,0.1090853,Q2 2019,INDUSTRIALS,13F,06/30/2019,245.17
International paper co.,IP,"",489992.0,21226000.0,0.0526754,0.0117,359,388700.0,383.742053,addition,0.1220434,Q1 2015,MATERIALS,13F,06/30/2019,45.8275
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",224200.0,21218000.0,0.0526555,0.3885,360,-1049700.0,-82.400502,reduction,0.2983367,Q3 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,119.7782
New york community bancorp,NYCB,"",2115100.0,21109000.0,0.052385,0.0733,361,-419900.0,-16.564103,reduction,0.4525924,Q3 2018,FINANCE,13F,06/30/2019,10.9704
Kroger co.,KR,"",968722.0,21031000.0,0.0521915,,362,968722.0,,new,0.1213436,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,21.71
Vapotherm inc,VAPO,"",908518.0,20896000.0,0.0518564,0.0446,363,0.0,0.0,,5.2243703,Q4 2018,HEALTH CARE,13F,06/30/2019,19.95
Total s.a. adr,TOT,"",370000.0,20642000.0,0.0512261,0.0153,364,260000.0,236.363636,addition,0.0156478,Q3 2016,ENERGY,13F,06/30/2019,54.3768
Yamana gold inc.,AUY,"",8190200.0,20639000.0,0.0512186,0.0098,365,6690200.0,446.013333,addition,0.8623805,Q3 2018,MATERIALS,13F,06/30/2019,2.5066
Regalwood global energy ltd,RWGE,"",1999998.0,20400000.0,0.0506255,0.0505,366,0.0,0.0,,5.3333280,Q1 2018,FINANCE,13F,06/30/2019,9.7
Laboratory corp of america holdings,LH,"",117400.0,20298000.0,0.0503724,0.0473,367,-6200.0,-5.016181,reduction,0.1189704,Q4 2014,HEALTH CARE,13F,06/30/2019,143.1128
Cooper companies (the),COO,"",59999.0,20213000.0,0.0501615,0.0459,368,-1991.0,-3.211808,reduction,0.1215293,Q1 2016,HEALTH CARE,13F,06/30/2019,223.43
Nucor corp.,NUE,"",364759.0,20098000.0,0.0498761,0.0563,369,-21003.0,-5.444549,reduction,0.1196794,Q1 2007,MATERIALS,13F,06/30/2019,58.3583
Tortoise acquisition corp,SHLL,"",2025000.0,19946000.0,0.0494989,,370,2025000.0,,new,No Data,Q2 2019, ,13F,06/30/2019,9.85
Ingevity corp,NGVT,"",187628.0,19733000.0,0.0489703,,371,187628.0,,new,0.4483345,Q2 2019,MATERIALS,13F,06/30/2019,105.17
Equifax inc.,EFX,"",145200.0,19637000.0,0.048732,0.0436,372,-2100.0,-1.425662,reduction,0.1202983,Q2 2005,INDUSTRIALS,13F,06/30/2019,99.2315
Best buy co.  inc.,BBY,"",279600.0,19497000.0,0.0483846,0.0523,373,-14600.0,-4.96261,reduction,0.1044063,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,31.3884
Cbre group inc common stock class a,CBRE,"",377200.0,19350000.0,0.0480198,0.0476,374,-7400.0,-1.924077,reduction,0.1121718,Q4 2006,REAL ESTATE,13F,06/30/2019,23.8724
Expedia group inc,EXPE,"",144600.0,19236000.0,0.0477369,0.0438,375,-2600.0,-1.766304,reduction,0.0982404,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,129.3246
State street corp. (state street bank & trust co.  boston  ma),STT,"",342200.0,19184000.0,0.0476079,0.057,376,-4400.0,-1.269475,reduction,0.0903713,Q2 2014,FINANCE,13F,06/30/2019,82.3023
Alexandria real estate equities  inc.,ARE,"",134000.0,18906000.0,0.046918,0.0503,377,-7100.0,-5.031892,reduction,0.1188681,Q1 2017,REAL ESTATE,13F,06/30/2019,113.7664
Waters corporation,WAT,"",87056.0,18738000.0,0.046501,0.0565,378,-2695.0,-3.002752,reduction,0.1230300,Q4 2018,HEALTH CARE,13F,06/30/2019,208.8978
Teleflex  inc.,TFX,"",55955.0,18529000.0,0.0459824,0.0436,379,-1803.0,-3.121645,reduction,0.1214565,Q1 2019,INDUSTRIALS,13F,06/30/2019,302.16
V.f. corp. (vanity fair mills inc.),VFC,"",211241.0,18452000.0,0.0457913,0.0116,380,154424.0,271.791893,addition,0.0533963,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,88.8949
Zions bancorp,ZION,"",400886.0,18433000.0,0.0457441,0.0616,381,-141500.0,-26.088431,reduction,0.2085884,Q1 2016,FINANCE,13F,06/30/2019,39.8997
Hcp inc.,HCP,"",575843.0,18415000.0,0.0456995,0.0459,382,-10200.0,-1.740487,reduction,0.1205272,Q4 2008,REAL ESTATE,13F,06/30/2019,30.4872
Darden restaurants inc,DRI,"",151221.0,18408000.0,0.0456821,0.0421,383,12562.0,9.059636,addition,0.1229639,Q3 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,75.1183
Copart inc.,CPRT,"",245000.0,18311000.0,0.0454414,0.0145,384,149000.0,155.208333,addition,0.1073573,Q2 2018,INDUSTRIALS,13F,06/30/2019,67.6164
Dxc technology company,DXC,"",330276.0,18215000.0,0.0452031,0.0807,385,-171800.0,-34.217927,reduction,0.1231133,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,67.6572
Tcf financial corp,TCF,"",870000.0,18087000.0,0.0448855,0.038,386,135000.0,18.367347,addition,0.5305849,Q4 2018,FINANCE,13F,06/30/2019,20.2021
Cerner corp.,CERN,"",245020.0,17960000.0,0.0445703,0.0485,387,-93929.0,-27.711839,reduction,0.0755395,Q2 2010,HEALTH CARE,13F,06/30/2019,59.2553
Gartner  inc.,IT,"",111250.0,17905000.0,0.0444338,0.0328,388,24800.0,28.687102,addition,0.1240107,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,135.2615
Amci acquisition corp,AMCI,"",1800000.0,17892000.0,0.0444016,,389,1800000.0,,new,7.2000000,Q2 2019,FINANCE,13F,06/30/2019,9.94
D.r. horton  inc.,DHI,"",413100.0,17817000.0,0.0442154,0.0477,390,-47500.0,-10.312636,reduction,0.1106261,Q2 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,41.0356
Onemain holdings inc,OMF,"",524543.0,17735000.0,0.044012,0.0466,391,-62771.0,-10.687809,reduction,0.3854383,Q2 2018,FINANCE,13F,06/30/2019,30.6592
Mgm resorts international  inc.,MGM,"",613700.0,17533000.0,0.0435107,0.0399,392,-8600.0,-1.38197,reduction,0.1143001,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,32.5681
E*trade financial corp.,ETFC,"",393041.0,17530000.0,0.0435032,0.0416,393,34600.0,9.652914,addition,0.1603333,Q1 2004,FINANCE,13F,06/30/2019,41.0764
Wellcare health plans inc,WCG,"",61400.0,17503000.0,0.0434362,0.0421,394,-1000.0,-1.602564,reduction,0.1228000,Q3 2018,HEALTH CARE,13F,06/30/2019,320.49
Ecolab inc.,ECL,"",88480.0,17469000.0,0.0433518,,395,88480.0,,new,0.0306828,Q3 2005,MATERIALS,13F,06/30/2019,197.44
Bluelinx holdings inc,BXC,"",875704.0,17348000.0,0.0430516,0.0567,396,25000.0,2.938743,addition,9.3758458,Q1 2014,INDUSTRIALS,13F,06/30/2019,23.8045
Nine energy service inc,NINE,"",987905.0,17120000.0,0.0424857,0.0513,397,81623.0,9.006358,addition,3.2168838,Q1 2018,ENERGY,13F,06/30/2019,24.6434
Keysight technologies inc,KEYS,"",190125.0,17075000.0,0.0423741,0.0778,398,-166800.0,-46.732507,reduction,0.1011357,Q4 2018,HEALTH CARE,13F,06/30/2019,70.478
Cardinal health  inc.,CAH,"",361900.0,17045000.0,0.0422996,0.0441,399,-4500.0,-1.228166,reduction,0.1214348,Q4 2001,HEALTH CARE,13F,06/30/2019,55.9335
Ppg industries  inc. (pittsburgh plate glass),PPG,"",145837.0,17021000.0,0.0422401,0.0834,400,-149800.0,-50.670248,reduction,0.0617692,Q3 2012,MATERIALS,13F,06/30/2019,105.7213
Svb financial group,SIVB,"",75544.0,16966000.0,0.0421036,0.0982,401,-101156.0,-57.247312,reduction,0.1435106,Q1 2018,FINANCE,13F,06/30/2019,248.1036
Logicbio therapeutics inc,LOGC,"",1300000.0,16900000.0,0.0419398,0.0225,402,390000.0,42.857143,addition,5.7803468,Q4 2018,HEALTH CARE,13F,06/30/2019,11.18
Lennar corp. class a,LEN,"",347617.0,16846000.0,0.0418058,0.0517,403,-73700.0,-17.492767,reduction,0.1075647,Q4 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,49.0925
American airlines group inc,AAL,"",515882.0,16823000.0,0.0417487,0.0449,404,-50088.0,-8.849939,reduction,0.1148804,Q2 2015,TRANSPORTS,13F,06/30/2019,40.384
Integra lifesciences holdings corp,IART,"",300000.0,16755000.0,0.0415799,0.0488,405,-50000.0,-14.285714,reduction,0.3519887,Q4 2017,HEALTH CARE,13F,06/30/2019,54.1246
Arista networks inc,ANET,"",64150.0,16655000.0,0.0413318,0.0519,406,-1800.0,-2.72934,reduction,0.0837249,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,262.5879
Principia biopharma inc,PRNB,"",500000.0,16595000.0,0.0411829,0.0595,407,-200000.0,-28.571429,reduction,2.0946795,Q3 2018,HEALTH CARE,13F,06/30/2019,28.1743
Cenovus energy inc,CVE,"",1860000.0,16405000.0,0.0407114,0.0011,408,1810000.0,3620.0,addition,0.1513783,Q4 2018,ENERGY,13F,06/30/2019,8.7941
Symantec corp.,SYMC,"",752259.0,16369000.0,0.040622,0.0458,409,-43800.0,-5.502105,reduction,0.1176839,Q3 2005,INFORMATION TECHNOLOGY,13F,06/30/2019,26.3009
Kellogg co.,K,"",305037.0,16341000.0,0.0405525,0.0444,410,-4600.0,-1.485611,reduction,0.0886993,Q4 2013,CONSUMER STAPLES,13F,06/30/2019,67.4872
Mid-america apartment communities  inc.,MAA,"",138550.0,16316000.0,0.0404905,0.0384,411,-1800.0,-1.282508,reduction,0.1216525,Q4 2016,REAL ESTATE,13F,06/30/2019,98.2235
Hewlett packard enterprise co,HPE,"",1082936.0,16190000.0,0.0401778,0.0497,412,-205600.0,-15.956093,reduction,0.0790245,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,9.8386
Extra space storage  inc.,EXR,"",151400.0,16064000.0,0.0398651,0.0406,413,-8000.0,-5.018821,reduction,0.1189317,Q1 2016,REAL ESTATE,13F,06/30/2019,93.4102
Host hotels & resorts inc.,HST,"",877033.0,15980000.0,0.0396567,0.0436,414,-46500.0,-5.035012,reduction,0.1184427,Q1 2007,REAL ESTATE,13F,06/30/2019,17.205
Akamai technologies inc.,AKAM,"",198900.0,15940000.0,0.0395574,0.036,415,-1800.0,-0.896861,reduction,0.1218974,Q2 2012,COMMUNICATIONS,13F,06/30/2019,40.1326
Snap inc class a,SNAP,"",1111629.0,15896000.0,0.0394482,,416,1111629.0,,new,0.0820851,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,14.3
Expeditors international of washington inc,EXPD,"",208400.0,15809000.0,0.0392323,0.0401,417,-2800.0,-1.325758,reduction,0.1212615,Q4 2016,TRANSPORTS,13F,06/30/2019,57.7047
Smucker (j.m.) co.,SJM,"",136927.0,15773000.0,0.039143,0.0403,418,-1400.0,-1.012095,reduction,0.1203754,Q3 2013,CONSUMER STAPLES,13F,06/30/2019,117.9197
Tractor supply company,TSCO,"",144500.0,15722000.0,0.0390164,0.0372,419,-7600.0,-4.996713,reduction,0.1193130,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,97.76
Gardner denver holdings inc,GDI,"",453397.0,15688000.0,0.038932,0.2371,420,-2955760.0,-86.700612,reduction,0.2244762,Q4 2017,INDUSTRIALS,13F,06/30/2019,28.5089
Amerisourcebergen corp (holding co),ABC,"",183900.0,15679000.0,0.0389097,0.0385,421,-9800.0,-5.05937,reduction,0.0871192,Q2 2014,CONSUMER STAPLES,13F,06/30/2019,87.1965
Select energy services inc,WTTR,"",1350388.0,15678000.0,0.0389072,0.06,422,-645000.0,-32.32454,reduction,1.6884184,Q2 2017,ENERGY,13F,06/30/2019,14.2824
Conagra brands inc,CAG,"",585345.0,15523000.0,0.0385226,0.0413,423,-10500.0,-1.762203,reduction,0.1204612,Q1 2009,CONSUMER STAPLES,13F,06/30/2019,27.4386
Activision blizzard inc,ATVI,"",328761.0,15518000.0,0.0385102,0.0282,424,81118.0,32.756024,addition,0.0430411,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,59.5915
Element solutions inc,ESI,"",1500000.0,15510000.0,0.0384903,0.0189,425,750000.0,100.0,addition,0.5202372,Q1 2019,MATERIALS,13F,06/30/2019,10.22
Kalvista pharma,KALV,"",700000.0,15505000.0,0.0384779,0.0476,426,35000.0,5.263158,addition,2.6575550,Q3 2018,HEALTH CARE,13F,06/30/2019,21.7226
Knoll inc,KNL,"",674346.0,15496000.0,0.0384556,0.0397,427,-166162.0,-19.769235,reduction,1.3551969,Q4 2018,INDUSTRIALS,13F,06/30/2019,16.5079
Timken (roller bearing axle) co.,TKR,"",296674.0,15231000.0,0.0377979,0.1976,428,-1515153.0,-83.625699,reduction,0.3897963,Q2 2017,INDUSTRIALS,13F,06/30/2019,43.3442
Sentinel energy services inc,STNL,"",1500000.0,15225000.0,0.037783,0.0377,429,0.0,0.0,,4.3478261,Q1 2018,FINANCE,13F,06/30/2019,9.72
Penumbra inc,PEN,"",95000.0,15200000.0,0.037721,,430,95000.0,,new,0.2734600,Q2 2019,HEALTH CARE,13F,06/30/2019,160.0
Atmos energy corp,ATO,"",142989.0,15094000.0,0.0374579,,431,142989.0,,new,0.1223174,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,105.56
Skyworks solutions  inc.,SWKS,"",194550.0,15033000.0,0.0373066,0.0374,432,13200.0,7.278743,addition,0.1124566,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,95.1382
Hasbro inc.,HAS,"",141272.0,14930000.0,0.0370509,0.0304,433,-1600.0,-1.119884,reduction,0.1121206,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,70.1012
Group 1 automotive  inc.,GPI,"",182105.0,14913000.0,0.0370088,0.0353,434,-36127.0,-16.554401,reduction,0.9929389,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,62.1224
Udr inc.,UDR,"",331800.0,14895000.0,0.0369641,0.0382,435,-4300.0,-1.279381,reduction,0.1180027,Q1 2016,REAL ESTATE,13F,06/30/2019,38.4465
Dte energy co. (detroit edison),DTE,"",114900.0,14693000.0,0.0364628,0.0706,436,-111500.0,-49.249117,reduction,0.0627149,Q4 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,124.74
Kansas city southern industries inc.,KSU,"",119600.0,14570000.0,0.0361576,0.0365,437,-6300.0,-5.003971,reduction,0.1184862,Q2 2013,TRANSPORTS,13F,06/30/2019,109.8716
Amgen  inc.,AMGN,"",78947.0,14548000.0,0.036103,0.1013,438,-134300.0,-62.978612,reduction,0.0126867,Q2 2012,HEALTH CARE,13F,06/30/2019,155.7937
Netapp inc.,NTAP,"",235700.0,14543000.0,0.0360905,0.0453,439,-25500.0,-9.762634,reduction,0.0954328,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,35.8174
Fortive corp,FTV,"",176224.0,14366000.0,0.0356513,0.3649,440,-1563329.0,-89.869581,reduction,0.0525885,Q3 2016,INDUSTRIALS,13F,06/30/2019,77.9756
Abeona therapeutics inc,ABEO,"",3000000.0,14340000.0,0.0355868,0.0478,441,400000.0,15.384615,addition,6.1025224,Q4 2016,HEALTH CARE,13F,06/30/2019,
Norwegian cruise line holdings ltd,NCLH,"",266600.0,14298000.0,0.0354825,0.037,442,-2900.0,-1.076067,reduction,0.1237697,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,52.6293
Grainger (w.w.) inc.,GWW,"",53235.0,14279000.0,0.0354354,0.0422,443,-2800.0,-4.996877,reduction,0.0957464,Q3 2017,INDUSTRIALS,13F,06/30/2019,324.1334
