Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Autodesk  inc.,ADSK,"",13838.0,2254000.0,0.0144,0.4429,842,-413691.0,-96.763261,reduction,0.0063032,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,108.8738
Alteryx inc,AYX,"",20645.0,2253000.0,0.0144,,843,20645.0,,new,0.0330109,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,109.12
Cardinal health  inc.,CAH,"",47753.0,2249000.0,0.0144,,844,47753.0,,new,0.0160234,Q1 2015,HEALTH CARE,13F,06/30/2019,47.1
Acacia communications inc,ACIA,"",47538.0,2242000.0,0.0143,0.01,845,21201.0,80.498918,addition,0.1170887,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,47.4268
Middleby corp (the),MIDD,"",16257.0,2206000.0,0.0141,,846,16257.0,,new,0.0291867,Q4 2018,INDUSTRIALS,13F,06/30/2019,135.7
Pagerduty inc,PD,"",46755.0,2200000.0,0.0141,,847,46755.0,,new,0.0635172,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,47.05
Taubman centers  inc.,TCO,CALL,52000.0,2194000.0,0.014,,848,52000.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Genomic health inc,GHDX,"",37376.0,2174000.0,0.0139,0.0084,849,19342.0,107.252967,addition,0.1012900,Q4 2018,HEALTH CARE,13F,06/30/2019,61.1808
At&t inc. (southwestern bell - sbc corp.),T,"",64852.0,2173000.0,0.0139,0.0466,850,-158687.0,-70.988508,reduction,0.0010564,Q1 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.2254
Glaukos corp,GKOS,"",28816.0,2173000.0,0.0139,,851,28816.0,,new,0.0791648,Q2 2019,HEALTH CARE,13F,06/30/2019,75.4
Netapp inc.,NTAP,"",34845.0,2150000.0,0.0137,0.0025,852,29437.0,544.323225,addition,0.0141084,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,62.8857
Webster financial corp.,WBS,"",45008.0,2150000.0,0.0137,0.0213,853,-18363.0,-28.976977,reduction,0.0487786,Q4 2016,FINANCE,13F,06/30/2019,60.0303
Grace (w.r.) & co. (de),GRA,"",28235.0,2149000.0,0.0137,0.0932,854,-151321.0,-84.275101,reduction,0.0422300,Q1 2019,MATERIALS,13F,06/30/2019,78.04
Topbuild corp,BLD,"",25949.0,2148000.0,0.0137,0.0017,855,22029.0,561.964286,addition,0.0753893,Q1 2019,INDUSTRIALS,13F,06/30/2019,80.0499
Qualys  inc.,QLYS,"",24632.0,2145000.0,0.0137,,856,24632.0,,new,0.0629009,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,87.08
South jersey industries inc.,SJI,"",63487.0,2141000.0,0.0137,0.0091,857,20867.0,48.960582,addition,0.0687610,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,32.6156
Summit materials inc,SUM,"",111194.0,2140000.0,0.0137,,858,111194.0,,new,0.0992183,Q2 2019,INDUSTRIALS,13F,06/30/2019,19.25
Berkshire hathaway inc class b,BRK.B,"",10029.0,2138000.0,0.0137,0.008,859,4055.0,67.877469,addition,0.0004074,Q3 2017,FINANCE,13F,06/30/2019,208.0995
Hess corp,HES,"",33547.0,2133000.0,0.0136,0.01,860,8625.0,34.607977,addition,0.0110705,Q1 2016,ENERGY,13F,06/30/2019,61.0887
Tencent music entertainment group,TME,PUT,141000.0,2115000.0,0.0135,,861,141000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Monolithic power systems inc,MPWR,"",15561.0,2113000.0,0.0135,0.0129,862,1270.0,8.886712,addition,0.0362558,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,131.1046
Everi holdings inc,EVRI,"",176870.0,2110000.0,0.0135,,863,176870.0,,new,0.2515216,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,11.93
Pinduoduo inc,PDD,CALL,100000.0,2105000.0,0.0135,,864,100000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",12379.0,2105000.0,0.0135,0.1235,865,-105950.0,-89.53849,reduction,0.0089405,Q4 2016,FINANCE,13F,06/30/2019,168.8745
Liberty expedia holdings inc  series a,LEXEA,"",44000.0,2103000.0,0.0134,0.0126,866,-146.0,-0.330721,reduction,0.0767486,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,44.0387
Washington federal inc,WAFD,"",59997.0,2096000.0,0.0134,0.0823,867,-368685.0,-86.004311,reduction,0.0739699,Q1 2017,FINANCE,13F,06/30/2019,26.7847
Nvr inc,NVR,"",622.0,2096000.0,0.0134,0.0577,868,-2516.0,-80.178458,reduction,0.0171823,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,2511.9767
Uniqure n.v.,QURE,"",26795.0,2094000.0,0.0134,0.0032,869,18672.0,229.865813,addition,0.0708862,Q2 2018,HEALTH CARE,13F,06/30/2019,72.5417
Centurylink inc,CTL,"",177968.0,2093000.0,0.0134,0.0143,870,-1161.0,-0.648136,reduction,0.0164819,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,13.0066
Geo group  inc. (the),GEO,"",99368.0,2088000.0,0.0133,0.0195,871,-53353.0,-34.934947,reduction,0.0823060,Q4 2017,INDUSTRIALS,13F,06/30/2019,19.62
Neogenomics  inc.,NEO,"",94386.0,2071000.0,0.0132,0.0037,872,67468.0,250.642693,addition,0.0998054,Q1 2019,HEALTH CARE,13F,06/30/2019,21.5179
Methanex corp,MEOH,"",45351.0,2062000.0,0.0132,0.1725,873,-410975.0,-90.06171,reduction,0.0586992,Q4 2017,MATERIALS,13F,06/30/2019,56.86
Graphic packaging holding company,GPK,"",146196.0,2044000.0,0.0131,,874,146196.0,,new,0.0494590,Q4 2018,MATERIALS,13F,06/30/2019,13.98
Agco corp,AGCO,"",26286.0,2039000.0,0.013,0.0042,875,17236.0,190.453039,addition,0.0342667,Q1 2017,INDUSTRIALS,13F,06/30/2019,71.3905
Zillow group inc class c,Z,"",43949.0,2039000.0,0.013,0.1204,876,-477193.0,-91.56679,reduction,0.0312515,Q1 2019,COMMUNICATIONS,13F,06/30/2019,34.74
Lpl financial holdings inc,LPLA,PUT,25000.0,2017000.0,0.0129,,877,25000.0,,new,N/A,Q4 2018,FINANCE,13F,06/30/2019,
Motorola solutions inc,MSI,"",12032.0,2006000.0,0.0128,0.1134,878,-109467.0,-90.097038,reduction,0.0073424,Q1 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,129.4828
Quaker chemical corp.,KWR,"",9859.0,2000000.0,0.0128,,879,9859.0,,new,0.0739610,Q2 2019,MATERIALS,13F,06/30/2019,202.88
Pioneer natural resources co.,PXD,"",12879.0,1982000.0,0.0127,0.1078,880,-93608.0,-87.905566,reduction,0.0076438,Q3 2015,ENERGY,13F,06/30/2019,131.6464
Uniti group inc,UNIT,"",208514.0,1981000.0,0.0127,,881,208514.0,,new,0.1132244,Q2 2019,REAL ESTATE,13F,06/30/2019,9.5
Dish network corp  class a,DISH,"",51224.0,1968000.0,0.0126,,882,51224.0,,new,0.0109481,Q1 2013,COMMUNICATIONS,13F,06/30/2019,38.41
Chemours co (the),CC,"",81496.0,1956000.0,0.0125,,883,81496.0,,new,0.0497048,Q1 2017,MATERIALS,13F,06/30/2019,24.0
Colony northstar credit real estate inc,CLNC,"",125797.0,1950000.0,0.0125,0.0381,884,-240196.0,-65.628578,reduction,0.0978864,Q4 2018,REAL ESTATE,13F,06/30/2019,15.79
On semiconductor corp,ON,CALL,100000.0,1948000.0,0.0124,,885,100000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Lilly (eli) & co.,LLY,"",17556.0,1945000.0,0.0124,0.0269,886,-13577.0,-43.609675,reduction,0.0016949,Q4 2014,HEALTH CARE,13F,06/30/2019,114.0919
Makemytrip ltd,MMYT,"",76775.0,1904000.0,0.0122,0.0276,887,-73514.0,-48.91509,reduction,0.0752844,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,27.6
Campbell soup co.,CPB,"",47487.0,1903000.0,0.0122,0.102,888,-354654.0,-88.191455,reduction,0.0157701,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,38.13
Genpact ltd,G,"",49918.0,1901000.0,0.0121,0.021,889,-40019.0,-44.496703,reduction,0.0263475,Q2 2018,INDUSTRIALS,13F,06/30/2019,35.18
General dynamics corp. (electric boat),GD,"",10434.0,1897000.0,0.0121,0.0051,890,5914.0,130.840708,addition,0.0036133,Q2 2015,INDUSTRIALS,13F,06/30/2019,191.7403
First hawaiian inc,FHB,"",72997.0,1888000.0,0.0121,0.1731,891,-926530.0,-92.696846,reduction,0.0540678,Q1 2018,FINANCE,13F,06/30/2019,25.6645
Idex corp.,IEX,"",10850.0,1868000.0,0.0119,,892,10850.0,,new,0.0143159,Q2 2018,INDUSTRIALS,13F,06/30/2019,172.14
Cintas corporation,CTAS,"",7744.0,1838000.0,0.0117,,893,7744.0,,new,0.0074056,Q3 2018,INDUSTRIALS,13F,06/30/2019,237.29
Expeditors international of washington inc,EXPD,"",24192.0,1835000.0,0.0117,0.011,894,2308.0,10.546518,addition,0.0140766,Q4 2017,TRANSPORTS,13F,06/30/2019,72.8679
Integra lifesciences holdings corp,IART,"",32841.0,1834000.0,0.0117,0.0079,895,11577.0,54.444131,addition,0.0385322,Q1 2019,HEALTH CARE,13F,06/30/2019,55.7658
Omnicell inc,OMCL,"",21308.0,1833000.0,0.0117,0.0094,896,3824.0,21.871425,addition,0.0517184,Q1 2018,HEALTH CARE,13F,06/30/2019,81.7714
Semtech corp,SMTC,"",38068.0,1829000.0,0.0117,0.0076,897,15748.0,70.555556,addition,0.0571592,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,47.0035
Nutanix inc,NTNX,"",70507.0,1829000.0,0.0117,,898,70507.0,,new,0.0387188,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,25.94
Kroger co.,KR,"",84217.0,1828000.0,0.0117,,899,84217.0,,new,0.0105491,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,21.71
L3harris technologies inc,LHX,"",9654.0,1826000.0,0.0117,0.0326,900,-21065.0,-68.573196,reduction,0.0081841,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,164.7298
Columbia sportswear co,COLM,"",18159.0,1819000.0,0.0116,0.0106,901,2832.0,18.477197,addition,0.0266261,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,99.8879
Abiomed inc,ABMD,"",6974.0,1817000.0,0.0116,0.0034,902,5200.0,293.122886,addition,0.0154668,Q4 2016,HEALTH CARE,13F,06/30/2019,271.4284
Fleetcor technologies inc,FLT,"",6455.0,1813000.0,0.0116,,903,6455.0,,new,0.0074893,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,280.85
Rpt realty,RPT,"",149331.0,1808000.0,0.0116,0.0653,904,-668071.0,-81.731021,reduction,0.1858275,Q1 2019,REAL ESTATE,13F,06/30/2019,12.01
Oracle corp,ORCL,"",31744.0,1808000.0,0.0116,,905,31744.0,,new,0.0009288,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,56.97
1-800 flowers.com inc,FLWS,"",95386.0,1801000.0,0.0115,,906,95386.0,,new,0.1486690,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,18.88
Apple inc,AAPL,"",9026.0,1786000.0,0.0114,0.0043,907,5583.0,162.155097,addition,0.0001836,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,191.6929
Graftech international ltd,EAF,"",155113.0,1784000.0,0.0114,0.0057,908,87847.0,130.596438,addition,0.0533878,Q3 2018,INDUSTRIALS,13F,06/30/2019,12.0341
Unum group  inc.,UNM,"",52896.0,1775000.0,0.0113,0.2353,909,-993345.0,-94.944186,reduction,0.0246452,Q1 2015,FINANCE,13F,06/30/2019,34.703
Federal realty investment trust,FRT,"",13769.0,1773000.0,0.0113,,910,13769.0,,new,0.0184546,Q3 2017,REAL ESTATE,13F,06/30/2019,128.76
Commvault systems inc,CVLT,"",35474.0,1760000.0,0.0112,0.0038,911,26652.0,302.108365,addition,0.0786912,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,54.6883
Quad graphics inc,QUAD,"",221918.0,1755000.0,0.0112,0.0164,912,14913.0,7.204174,addition,0.4305743,Q4 2018,INDUSTRIALS,13F,06/30/2019,11.6702
Loews corp,L,"",32100.0,1755000.0,0.0112,0.0035,913,21002.0,189.241305,addition,0.0104765,Q1 2018,FINANCE,13F,06/30/2019,52.727
Cognex corp,CGNX,"",36554.0,1754000.0,0.0112,,914,36554.0,,new,0.0213317,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,47.98
Antero resources corp,AR,"",316343.0,1749000.0,0.0112,0.2589,915,-4092718.0,-92.825162,reduction,0.1023366,Q1 2016,ENERGY,13F,06/30/2019,8.83
First citizens bancshares  inc. class a,FCNCA,"",3879.0,1747000.0,0.0112,0.0043,916,2305.0,146.442186,addition,0.0336427,Q3 2018,FINANCE,13F,06/30/2019,451.0856
Lumentum holdings inc,LITE,CALL,35300.0,1743000.0,0.0111,,917,35300.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Q2 holdings inc,QTWO,"",22829.0,1743000.0,0.0111,0.0103,918,521.0,2.335485,addition,0.0516610,Q2 2017,COMMUNICATIONS,13F,06/30/2019,50.2029
Ryman hospitality properties  inc. reit,RHP,"",21418.0,1737000.0,0.0111,,919,21418.0,,new,0.0416450,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,81.09
Oge energy corp. (oklahoma gas & electric),OGE,"",40722.0,1733000.0,0.0111,0.0178,920,-21193.0,-34.229185,reduction,0.0203427,Q3 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,35.828
Mallinckrodt plc,MNK,"",188159.0,1727000.0,0.011,,921,188159.0,,new,0.2245066,Q2 2019,HEALTH CARE,13F,06/30/2019,9.18
Cvr energy inc,CVI,"",34345.0,1717000.0,0.011,0.0107,922,-4888.0,-12.458899,reduction,0.0341639,Q3 2018,ENERGY,13F,06/30/2019,40.5427
Nexa resources sa,NEXA,"",179011.0,1717000.0,0.011,0.0157,923,-10838.0,-5.708747,reduction,0.1343844,Q4 2017,MATERIALS,13F,06/30/2019,19.3125
Verint systems inc,VRNT,"",31927.0,1717000.0,0.011,0.0038,924,22360.0,233.720079,addition,0.0488704,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,55.6019
Mercury computer systems inc.,MRCY,"",24259.0,1707000.0,0.0109,,925,24259.0,,new,0.0500598,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,70.35
Monmouth real estate investment corp,MNR,"",125916.0,1706000.0,0.0109,0.0486,926,-429168.0,-77.315866,reduction,0.1352046,Q1 2019,REAL ESTATE,13F,06/30/2019,13.18
Aptiv plc,APTV,"",20993.0,1697000.0,0.0108,0.0204,927,-17594.0,-45.595667,reduction,0.0081419,Q3 2016,INDUSTRIALS,13F,06/30/2019,83.9
National fuel gas co.,NFG,"",31979.0,1687000.0,0.0108,0.0261,928,-32453.0,-50.36783,reduction,0.0370642,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,58.683
Ak steel holding corp.,AKS,"",711998.0,1687000.0,0.0108,0.0019,929,609325.0,593.461767,addition,0.2250950,Q2 2016,MATERIALS,13F,06/30/2019,2.3527
Terex corp. (northwest engineering co.),TEX,"",53631.0,1684000.0,0.0108,,930,53631.0,,new,0.0753774,Q2 2019,INDUSTRIALS,13F,06/30/2019,31.4
Polyone corp,POL,"",53593.0,1682000.0,0.0107,0.0055,931,25542.0,91.055577,addition,0.0689565,Q4 2017,MATERIALS,13F,06/30/2019,36.9643
Artisan partners asset management inc,APAM,"",60970.0,1678000.0,0.0107,0.0286,932,-109824.0,-64.302025,reduction,0.0783575,Q4 2018,COMMUNICATIONS,13F,06/30/2019,24.6899
Lamar advertising co,LAMR,"",20591.0,1662000.0,0.0106,0.0224,933,-21916.0,-51.558567,reduction,0.0206778,Q4 2015,COMMUNICATIONS,13F,06/30/2019,73.9533
Iberiabank corp,IBKC,"",21822.0,1655000.0,0.0106,0.0251,934,-30785.0,-58.518828,reduction,0.0400037,Q4 2014,FINANCE,13F,06/30/2019,80.459
Autonation  inc. (republic industries),AN,"",39352.0,1650000.0,0.0105,0.029,935,-82709.0,-67.760382,reduction,0.0436953,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,35.7079
Netscout systems inc.,NTCT,"",64915.0,1648000.0,0.0105,,936,64915.0,,new,0.0834061,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,25.39
Vishay intertechnology  inc.,VSH,"",99616.0,1646000.0,0.0105,0.0047,937,61560.0,161.761614,addition,0.0690244,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,17.265
Blackbaud inc,BLKB,"",19704.0,1645000.0,0.0105,,938,19704.0,,new,0.0405683,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,83.5
Frontdoor inc,FTDR,"",37737.0,1643000.0,0.0105,,939,37737.0,,new,0.0446328,Q2 2019,INDUSTRIALS,13F,06/30/2019,43.55
International paper co.,IP,"",37702.0,1633000.0,0.0104,0.0268,940,-49286.0,-56.65839,reduction,0.0093905,Q4 2015,MATERIALS,13F,06/30/2019,56.3518
Dorman products  inc.,DORM,"",18697.0,1629000.0,0.0104,,941,18697.0,,new,0.0566576,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,87.14
Cheesecake factory  inc. (the),CAKE,"",37127.0,1623000.0,0.0104,,942,37127.0,,new,0.0822850,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,43.72
Avis budget group inc. (cuc international - cendant),CAR,"",46141.0,1622000.0,0.0104,,943,46141.0,,new,0.0607838,Q2 2019,TRANSPORTS,13F,06/30/2019,35.16
Xbiotech inc,XBIT,"",213100.0,1615000.0,0.0103,0.0199,944,-58847.0,-21.639143,reduction,0.5901412,Q1 2019,HEALTH CARE,13F,06/30/2019,11.02
Terreno realty corp,TRNO,"",32794.0,1608000.0,0.0103,0.0013,945,28048.0,590.981879,addition,0.0519468,Q1 2019,REAL ESTATE,13F,06/30/2019,48.0269
Coupa software inc,COUP,"",12697.0,1608000.0,0.0103,,946,12697.0,,new,0.0207028,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,126.61
Duluth holdings inc class b,DLTH,"",117180.0,1592000.0,0.0102,,947,117180.0,,new,0.4000683,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,13.59
Lincoln national corp.,LNC,"",24699.0,1592000.0,0.0102,0.0084,948,3056.0,14.120039,addition,0.0120902,Q4 2015,FINANCE,13F,06/30/2019,59.4114
Caretrust reit inc,CTRE,"",66721.0,1587000.0,0.0101,0.0101,949,2146.0,3.323268,addition,0.0698064,Q1 2018,REAL ESTATE,13F,06/30/2019,17.9052
Macquarie infrastructure co,MIC,"",39076.0,1584000.0,0.0101,,950,39076.0,,new,0.0454478,Q2 2019,TRANSPORTS,13F,06/30/2019,40.54
Nu skin enterprises inc. class a,NUS,"",32125.0,1584000.0,0.0101,,951,32125.0,,new,0.0580293,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,49.32
Innoviva inc,INVA,"",107263.0,1562000.0,0.01,,952,107263.0,,new,0.1060750,Q4 2018,HEALTH CARE,13F,06/30/2019,14.56
Omega healthcare investors  inc.,OHI,"",42439.0,1560000.0,0.01,0.0842,953,-289664.0,-87.221133,reduction,0.0207800,Q2 2016,REAL ESTATE,13F,06/30/2019,37.6928
Amarin corp. adr,AMRN,"",80304.0,1557000.0,0.01,,954,80304.0,,new,0.0248681,Q2 2019,HEALTH CARE,13F,06/30/2019,19.39
Vail resorts inc,MTN,"",6971.0,1556000.0,0.0099,0.0485,955,-26586.0,-79.226391,reduction,0.0173408,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,210.82
Arch coal inc,ARCH,"",16462.0,1551000.0,0.0099,0.0133,956,-5485.0,-24.992026,reduction,0.0979298,Q4 2017,ENERGY,13F,06/30/2019,84.0028
Centene corp,CNC,CALL,27500.0,1550000.0,0.0099,0.1589,957,-422500.0,-93.888889,reduction,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Essex property trust  inc.,ESS,"",5309.0,1550000.0,0.0099,0.0155,958,-2748.0,-34.106988,reduction,0.0080819,Q2 2016,REAL ESTATE,13F,06/30/2019,273.9034
Owens-illinois  inc.,OI,"",89263.0,1542000.0,0.0099,0.0063,959,39362.0,78.880183,addition,0.0575074,Q1 2019,MATERIALS,13F,06/30/2019,18.2259
Tupperware brands corp.,TUP,"",80798.0,1538000.0,0.0098,0.0196,960,-34163.0,-29.717034,reduction,0.1660119,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,26.6766
Ishares china large-cap etf,FXI,"",35917.0,1536000.0,0.0098,,961,35917.0,,new,No Data,Q4 2017,FINANCE,13F,06/30/2019,42.77
Curtiss-wright corp.,CW,"",12070.0,1534000.0,0.0098,0.0094,962,-373.0,-2.997669,reduction,0.0281812,Q1 2018,INDUSTRIALS,13F,06/30/2019,131.4072
Fox corp class a,FOXA,"",41828.0,1533000.0,0.0098,0.0184,963,-33674.0,-44.600143,reduction,0.0087191,Q1 2019,COMMUNICATIONS,13F,06/30/2019,36.71
Crane company,CR,"",18325.0,1529000.0,0.0098,0.0127,964,-4193.0,-18.620659,reduction,0.0306029,Q1 2018,INDUSTRIALS,13F,06/30/2019,81.8877
Primerica inc,PRI,"",12641.0,1516000.0,0.0097,0.0069,965,4112.0,48.211983,addition,0.0298559,Q1 2019,FINANCE,13F,06/30/2019,121.4344
Golar lng ltd,GLNG,"",81724.0,1510000.0,0.0097,0.0041,966,52174.0,176.56176,addition,0.0806752,Q2 2016,ENERGY,13F,06/30/2019,20.7624
Arena pharmaceuticals inc,ARNA,"",25692.0,1506000.0,0.0096,,967,25692.0,,new,0.0519450,Q4 2016,HEALTH CARE,13F,06/30/2019,58.63
Sunpower corp,SPWR,"",139267.0,1489000.0,0.0095,0.0055,968,12429.0,9.799114,addition,0.0985054,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,7.4808
Western union co (the),WU,"",74704.0,1486000.0,0.0095,,969,74704.0,,new,0.0171292,Q2 2019,FINANCE,13F,06/30/2019,19.89
Southern copper corp.,SCCO,"",38081.0,1479000.0,0.0095,,970,38081.0,,new,0.0049261,Q2 2019,MATERIALS,13F,06/30/2019,38.85
Callaway golf co.,ELY,"",85811.0,1473000.0,0.0094,,971,85811.0,,new,0.0904988,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,17.16
Pgt innovations inc,PGTI,"",87740.0,1467000.0,0.0094,0.004,972,43981.0,100.507324,addition,0.1503685,Q4 2018,INDUSTRIALS,13F,06/30/2019,15.8987
Domtar corp,UFS,"",32733.0,1458000.0,0.0093,0.0186,973,-23470.0,-41.759337,reduction,0.0520232,Q1 2017,MATERIALS,13F,06/30/2019,47.062
Alphabet inc. class a,GOOGL,"",1346.0,1457000.0,0.0093,0.0076,974,374.0,38.477366,addition,0.0001936,Q2 2014,COMMUNICATIONS,13F,06/30/2019,1117.2998
Western alliance bancorporation,WAL,"",32532.0,1455000.0,0.0093,0.0053,975,13155.0,67.889766,addition,0.0308946,Q1 2014,FINANCE,13F,06/30/2019,42.0411
Werner enterprises  inc.,WERN,"",46411.0,1442000.0,0.0092,,976,46411.0,,new,0.0658405,Q2 2019,TRANSPORTS,13F,06/30/2019,31.08
Janus henderson group plc,JHG,"",67118.0,1436000.0,0.0092,,977,67118.0,,new,0.0343923,Q2 2019,FINANCE,13F,06/30/2019,21.4
Edgewell personal care company,EPC,"",53232.0,1435000.0,0.0092,,978,53232.0,,new,0.0983592,Q2 2019,INDUSTRIALS,13F,06/30/2019,26.95
Teladoc health inc,TDOC,"",21567.0,1432000.0,0.0092,,979,21567.0,,new,0.0301215,Q2 2019,HEALTH CARE,13F,06/30/2019,66.41
Sherwin-williams co.,SHW,"",3109.0,1425000.0,0.0091,0.0133,980,-1528.0,-32.95234,reduction,0.0033546,Q3 2015,MATERIALS,13F,06/30/2019,430.71
Gannett co inc,GCI,"",174000.0,1420000.0,0.0091,0.008,981,59757.0,52.306925,addition,0.1519385,Q1 2017,COMMUNICATIONS,13F,06/30/2019,8.7359
Rogers communications inc. class b (nyse),RCI,"",26480.0,1417000.0,0.0091,,982,26480.0,,new,0.0051436,Q1 2018,COMMUNICATIONS,13F,06/30/2019,53.52
International business machines corp,IBM,"",10260.0,1415000.0,0.009,,983,10260.0,,new,0.0011530,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,137.9
Cal-maine foods inc,CALM,"",33831.0,1411000.0,0.009,,984,33831.0,,new,0.0694824,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,41.72
Blackberry ltd,BB,"",188251.0,1404000.0,0.009,,985,188251.0,,new,0.0343599,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,7.46
Littelfuse inc.,LFUS,"",7905.0,1398000.0,0.0089,,986,7905.0,,new,0.0319911,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,176.91
Hilton worldwide holdings inc,HLT,"",14177.0,1386000.0,0.0089,0.0476,987,-71880.0,-83.526035,reduction,0.0048708,Q1 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,82.4593
Moelis & co,MC,"",39528.0,1382000.0,0.0088,,988,39528.0,,new,0.0662443,Q3 2017,FINANCE,13F,06/30/2019,34.95
Lamb weston holdings inc,LW,"",21748.0,1378000.0,0.0088,0.1829,989,-345317.0,-94.075164,reduction,0.0148684,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,74.7387
Groupon  inc,GRPN,"",384517.0,1377000.0,0.0088,,990,384517.0,,new,0.0676955,Q2 2019,COMMUNICATIONS,13F,06/30/2019,3.58
Triton international ltd,TRTN,"",41831.0,1370000.0,0.0088,0.0064,991,11002.0,35.687178,addition,0.0531525,Q1 2019,INDUSTRIALS,13F,06/30/2019,31.5366
Abm industries inc,ABM,"",34209.0,1368000.0,0.0087,0.0019,992,26222.0,328.308501,addition,0.0516440,Q4 2018,INDUSTRIALS,13F,06/30/2019,38.1579
Darden restaurants inc,DRI,"",11238.0,1368000.0,0.0087,0.0646,993,-68769.0,-85.953729,reduction,0.0091381,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,99.9663
Gulfport energy corp,GPOR,"",277737.0,1364000.0,0.0087,,994,277737.0,,new,0.1704013,Q2 2017,ENERGY,13F,06/30/2019,4.91
Hologic inc.,HOLX,"",28207.0,1355000.0,0.0087,0.0072,995,5919.0,26.556892,addition,0.0096825,Q1 2016,HEALTH CARE,13F,06/30/2019,42.2782
Royal bank of canada (nyse),RY,"",17050.0,1355000.0,0.0087,0.0049,996,7364.0,76.027256,addition,0.0011874,Q2 2016,FINANCE,13F,06/30/2019,77.2128
Molina healthcare inc,MOH,"",9408.0,1347000.0,0.0086,0.0048,997,4300.0,84.181676,addition,0.0150216,Q2 2016,HEALTH CARE,13F,06/30/2019,142.4993
Garrett motion inc,GTX,"",87672.0,1346000.0,0.0086,,998,87672.0,,new,0.1175543,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,15.35
